"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"37435-70458","TE","Jason","Jason Vander Laan","Vander Laan","0","0","4000","LAR@CAR","CAR","LAR","","","","",""
"37435-38722","TE","Cethan","Cethan Carter","Carter","0","0","4000","CIN@SEA","CIN","SEA","","","","",""
"37435-104278","TE","Donald","Donald Parham Jr.","Parham Jr.","0","0","4000","WAS@PHI","WAS","PHI","","","","",""
"37435-104287","TE","Isaiah","Isaiah Searight","Searight","0","0","4000","NYG@DAL","NYG","DAL","","","","",""
"37435-55153","TE","Garrett","Garrett Dickerson","Dickerson","0","0","4000","NYG@DAL","NYG","DAL","D","Quadriceps","","",""
"37435-55172","TE","Cole","Cole Herdman","Herdman","0","0","4000","BAL@MIA","BAL","MIA","","","","",""
"37435-39814","TE","Jordan","Jordan Leggett","Leggett","1.8769230475792518","13","4000","SF@TB","TB","SF","","","","",""
"37435-27527","TE","Blake","Blake Jarwin","Jarwin","4.784615443303035","13","4000","NYG@DAL","DAL","NYG","","","","",""
"37435-19342","TE","Demetrius","Demetrius Harris","Harris","4.040000152587891","10","4000","TEN@CLE","CLE","TEN","","","","",""
"37435-56212","TE","Tommy","Tommy Sweeney","Sweeney","0","0","4000","BUF@NYJ","BUF","NYJ","","","","",""
"37435-38805","TE","Marcus","Marcus Baugh","Baugh","0","0","4000","LAR@CAR","CAR","LAR","","","","",""
"37435-86944","TE","Mik'Quan","Mik'Quan Deane","Deane","0","0","4000","TEN@CLE","CLE","TEN","","","","",""
"37435-55209","TE","Nate","Nate Becker","Becker","0","0","4000","BUF@NYJ","BUF","NYJ","","","","",""
"37435-24533","TE","Mo","Mo Alie-Cox","Alie-Cox","3.1999999152289496","9","4000","IND@LAC","IND","LAC","","","","",""
"37435-43993","TE","Andrew","Andrew Vollert","Vollert","0","0","4000","IND@LAC","LAC","IND","","","","",""
"37435-55258","TE","Romello","Romello Brooker","Brooker","0","0","4000","LAR@CAR","LAR","CAR","","","","",""
"37435-54239","TE","Matt","Matt Sokol","Sokol","0","0","4000","IND@LAC","LAC","IND","","","","",""
"37435-14304","TE","Luke","Luke Stocker","Stocker","3","12","4000","ATL@MIN","ATL","MIN","","","","",""
"37435-41964","TE","Vince","Vince Mayle","Mayle","0","0","4000","IND@LAC","LAC","IND","","","","",""
"37435-57325","TE","Jordan","Jordan Franks","Franks","1.566666603088379","3","4000","CIN@SEA","CIN","SEA","","","","",""
"37435-48116","TE","Jonnu","Jonnu Smith","Smith","4.890909021550959","11","4000","TEN@CLE","TEN","CLE","","","","",""
"37435-104447","TE","Jody","Jody Fortson","Fortson","0","0","4000","KC@JAC","KC","JAC","","","","",""
"37435-12536","D","Kansas City","Kansas City Chiefs","Chiefs","8.25","16","3900","KC@JAC","KC","JAC","","","","",""
"37435-12554","D","Jacksonville","Jacksonville Jaguars","Jaguars","7.1875","16","3900","KC@JAC","JAC","KC","","","","",""
"37435-12534","D","Tennessee","Tennessee Titans","Titans","7.4375","16","3700","TEN@CLE","TEN","CLE","","","","",""
"37435-12549","D","San Francisco","San Francisco 49ers","49ers","3.625","16","3700","SF@TB","SF","TB","","","","",""
"37435-12535","D","Indianapolis","Indianapolis Colts","Colts","7.5","16","3600","IND@LAC","IND","LAC","","","","",""
"37435-12546","D","Arizona","Arizona Cardinals","Cardinals","6.5625","16","3600","DET@ARI","ARI","DET","","","","",""
"37435-12525","D","Atlanta","Atlanta Falcons","Falcons","5.0625","16","3500","ATL@MIN","ATL","MIN","","","","",""
"37435-12551","D","Tampa Bay","Tampa Bay Buccaneers","Buccaneers","4.25","16","3500","SF@TB","TB","SF","","","","",""
"37435-12552","D","Washington","Washington Redskins","Redskins","7.5","16","3500","WAS@PHI","WAS","PHI","","","","",""
"37435-12553","D","Carolina","Carolina Panthers","Panthers","5.75","16","3500","LAR@CAR","CAR","LAR","","","","",""
"37435-12543","D","New York","New York Giants","Giants","5.25","16","3400","NYG@DAL","NYG","DAL","","","","",""
"37435-12528","D","Cincinnati","Cincinnati Bengals","Bengals","5.5625","16","3100","CIN@SEA","CIN","SEA","","","","",""
"37435-12539","D","Miami","Miami Dolphins","Dolphins","7.5","16","3000","BAL@MIA","MIA","BAL","","","","",""
